CÓDIGO DE LA SERIE,D_1NBAS972,D_1NBAC972,D_1NBAD972,D_1NBAE972,D_1NBAF472,D_1NBAS572,D_1NBAC572,D_1NBAD572,D_1NBAE572,D_1NBAF572,D_1T9H0000,D_1T9H0010,D_1T9H0011,D_1T9H0004,D_1E723706.EUR,D_1T9L0001,D_1T9L0002,D_1T9L0008,D_1T9L0009,D_1T9VM001,D_1T9VM002,D_1T9VM003,D_1T9VM004,D_1T9H0011,D_1T9VM006,D_1T9VM007,D_1T9VM008,D_1T9VM009,D_1T9VM010,D_1TFECHABOE,D_1TFECHABOE2,D_1TFECHABOE4,D_1TFECHABOE3,D_1T9H0000,D_1T9H0000A,D_1T9H0000B,D_1T9H0000C
JUN 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.196,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.125,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.125,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.612,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.500,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.125,4.000,-,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.000,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.896,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.729,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.497,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.687,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.167,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.656,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.088,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.000,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.031,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.729,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.829,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.954,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.881,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.493,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.099,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.329,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.467,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.183,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.728,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.806,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.796,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.607,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.065,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.850,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.863,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.308,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.914,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.214,4.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.395,8.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.589,8.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.334,8.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.165,8.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.065,8.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.589,8.000,10.000,8.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.000,11.000,13.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.653,11.000,13.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.437,11.000,13.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.109,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.387,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.173,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.727,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.246,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.252,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.291,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.009,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.869,11.000,13.000,13.7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.123,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.811,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.142,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.176,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.418,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.673,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.148,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.814,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.436,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.208,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.262,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.417,10.500,12.500,13.1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.940,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.078,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.228,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.209,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.430,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.998,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.880,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.383,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.410,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.058,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.183,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.035,9.500,11.500,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.673,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.879,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.030,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.953,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.279,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.588,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.866,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.039,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.599,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.842,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.024,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.907,9.000,11.000,11.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.788,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.996,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.522,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.172,15.072,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.395,14.983,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.568,14.965,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.661,15.250,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.711,15.057,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.741,14.766,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.779,14.717,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.833,15.212,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DIC 1989,-,-,-,-,-,-,-,-,-,-,-,-,-,13.940,15.896,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ENE 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.064,15.643,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEB 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.211,15.703,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAR 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.401,15.786,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABR 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.556,15.446,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MAY 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.665,15.461,9.000,11.000,11.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUN 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.646,15.260,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUL 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.638,15.200,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGO 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.646,15.317,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SEP 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.688,15.714,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCT 1990,-,-,-,-,-,-,-,-,-,-,-,-,-,14.701,15.319,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NOV 1990,-,-,-,-,-,-,-,-,-,-,16.770,-,-,14.696,15.197,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.770,-,-,-
DIC 1990,-,-,-,-,-,-,-,-,-,-,16.660,-,-,14.706,15.268,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.660,-,-,-
ENE 1991,-,-,-,-,-,-,-,-,-,-,16.920,-,-,14.718,15.292,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.920,-,-,-
FEB 1991,-,-,-,-,-,-,-,-,-,-,16.760,-,-,14.631,14.585,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.760,-,-,-
MAR 1991,-,-,-,-,-,-,-,-,-,-,16.760,-,-,14.327,13.590,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.760,-,-,-
ABR 1991,-,-,-,-,-,-,-,-,-,-,16.540,-,-,13.912,13.136,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.540,-,-,-
MAY 1991,-,-,-,-,-,-,-,-,-,-,16.330,-,-,13.463,12.519,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.330,-,-,-
JUN 1991,-,-,-,-,-,-,-,-,-,-,15.930,-,-,13.043,12.233,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.930,-,-,-
JUL 1991,-,-,-,-,-,-,-,-,-,-,15.730,-,-,12.619,12.646,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.730,-,-,-
AGO 1991,-,-,-,-,-,-,-,-,-,-,15.620,-,-,12.289,12.656,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.620,-,-,-
SEP 1991,-,-,-,-,-,-,-,-,-,-,15.740,-,-,12.053,12.274,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.740,-,-,-
OCT 1991,-,-,-,-,-,-,-,-,-,-,15.450,-,-,11.892,12.436,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.450,-,-,-
NOV 1991,-,-,-,-,-,-,-,-,-,-,15.460,-,-,11.890,12.682,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.460,-,-,-
DIC 1991,-,-,-,-,-,-,-,-,-,-,15.210,-,-,11.906,12.925,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.210,-,-,-
ENE 1992,-,-,-,-,-,-,-,-,-,-,15.210,-,-,11.821,12.761,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.210,-,-,-
FEB 1992,-,-,-,-,-,-,-,-,-,-,15.120,-,-,11.722,12.572,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.120,-,-,-
MAR 1992,-,-,-,-,-,-,-,-,-,-,15.000,-,-,11.701,12.528,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.000,-,-,-
ABR 1992,-,-,-,-,-,-,-,-,-,-,14.820,-,-,11.691,12.567,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.820,-,-,-
MAY 1992,-,-,-,-,-,-,-,-,-,-,14.930,-,-,11.627,12.485,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.930,-,-,-
JUN 1992,-,-,-,-,-,-,-,-,-,-,14.730,-,-,11.638,12.794,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.730,-,-,-
JUL 1992,-,-,-,-,-,-,-,-,-,-,14.760,-,-,11.824,13.137,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.760,-,-,-
AGO 1992,-,-,-,-,-,-,-,-,-,-,14.920,-,-,12.107,13.892,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.920,-,-,-
SEP 1992,-,-,-,-,-,-,-,-,-,-,14.960,-,-,12.483,14.173,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.960,-,-,-
OCT 1992,-,-,-,-,-,-,-,-,-,-,15.150,-,-,12.875,14.173,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.150,-,-,-
NOV 1992,-,-,-,-,-,-,-,-,-,-,15.240,-,-,13.128,14.119,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.240,-,-,-
DIC 1992,-,-,-,-,-,-,-,-,-,-,15.410,-,-,13.337,14.507,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.410,-,-,-
ENE 1993,-,-,-,-,-,-,-,-,-,-,15.440,-,-,13.351,13.843,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.440,-,-,-
FEB 1993,-,-,-,-,-,-,-,-,-,-,15.420,-,-,13.146,13.051,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.420,-,-,-
MAR 1993,-,-,-,-,-,-,-,-,-,-,15.260,-,-,12.814,13.245,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.260,-,-,-
ABR 1993,-,-,-,-,-,-,-,-,-,-,15.180,-,-,12.442,13.028,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.180,-,-,-
MAY 1993,-,-,-,-,-,-,-,-,-,-,14.890,-,-,12.077,11.963,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.890,-,-,-
JUN 1993,-,-,-,-,-,-,-,-,-,-,14.280,-,-,11.541,10.409,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.280,-,-,-
JUL 1993,-,-,-,-,-,-,-,-,-,-,13.860,-,-,11.067,10.221,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.860,-,-,-
AGO 1993,-,-,-,-,-,-,-,-,-,-,13.780,-,-,10.563,9.784,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.780,-,-,-
SEP 1993,-,-,-,-,-,-,-,-,-,-,13.430,-,-,10.016,9.334,10.000,12.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.430,-,-,-
